title,author,category,pub_date,link,description
"الإنذار الأحمر.. ""الأرصاد"" ينبه من الحالة المطرة الغزيرة في مكة",N/A,N/A,"Thu, 20 Mar 2025 12:54:00 +0300",https://www.alyaum.com/articles/6584951/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D8%A5%D9%86%D8%B0%D8%A7%D8%B1-%D8%A7%D9%84%D8%A3%D8%AD%D9%85%D8%B1-%D8%A7%D9%84%D8%A3%D8%B1%D8%B5%D8%A7%D8%AF-%D9%8A%D9%86%D8%A8%D9%87-%D9%85%D9%86-%D8%A7%D9%84%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D9%85%D8%B7%D8%B1%D8%A9-%D8%A7%D9%84%D8%BA%D8%B2%D9%8A%D8%B1%D8%A9-%D9%81%D9%8A-%D9%85%D9%83%D8%A9,N/A
في يومها العالمي.. المملكة تتقدم عربيًا وعالميًا في مؤشر السعادة,N/A,N/A,"Thu, 20 Mar 2025 12:53:00 +0300",https://www.alyaum.com/articles/6584959/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D9%81%D9%8A-%D9%8A%D9%88%D9%85%D9%87%D8%A7-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A-%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%AA%D8%AA%D9%82%D8%AF%D9%85-%D8%B9%D8%B1%D8%A8%D9%8A%D8%A7-%D9%88%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A7-%D9%81%D9%8A-%D9%85%D8%A4%D8%B4%D8%B1%D8%A7%D9%84%D8%B3%D8%B9%D8%A7%D8%AF%D8%A9,N/A
"""الوطني للأرصاد"": يحذر من رياح شديدة على منطقة حائل",N/A,N/A,"Thu, 20 Mar 2025 12:36:00 +0300",https://www.alyaum.com/articles/6584972/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A-%D9%84%D9%84%D8%A3%D8%B1%D8%B5%D8%A7%D8%AF-%D9%8A%D8%AD%D8%B0%D8%B1-%D9%85%D9%86-%D8%B1%D9%8A%D8%A7%D8%AD-%D8%B4%D8%AF%D9%8A%D8%AF%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%AD%D8%A7%D8%A6%D9%84,N/A
طقس مكة المكرمة.. هطول أمطار خفيفة إلى متوسطة على أنحاء متفرقة,N/A,N/A,"Thu, 20 Mar 2025 12:13:00 +0300",https://www.alyaum.com/articles/6584962/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%B7%D9%82%D8%B3-%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9-%D9%87%D8%B7%D9%88%D9%84-%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%AE%D9%81%D9%8A%D9%81%D8%A9-%D8%A5%D9%84%D9%89-%D9%85%D8%AA%D9%88%D8%B3%D8%B7%D8%A9-%D8%B9%D9%84%D9%89-%D8%A3%D9%86%D8%AD%D8%A7%D8%A1-%D9%85%D8%AA%D9%81%D8%B1%D9%82%D8%A9,N/A
"""الأرصاد"": أمطار متوسطة على منطقتي نجران وجدة",N/A,N/A,"Thu, 20 Mar 2025 11:46:00 +0300",https://www.alyaum.com/articles/6584952/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D8%A3%D8%B1%D8%B5%D8%A7%D8%AF-%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D9%85%D8%AA%D9%88%D8%B3%D8%B7%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%B7%D9%82%D8%AA%D9%8A-%D9%86%D8%AC%D8%B1%D8%A7%D9%86-%D9%88%D8%AC%D8%AF%D8%A9,N/A
"""الأرصاد"" ينبه من أمطار متوسطة ورياح على الباحة وعسير",N/A,N/A,"Thu, 20 Mar 2025 11:27:00 +0300",https://www.alyaum.com/articles/6584947/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D8%A3%D8%B1%D8%B5%D8%A7%D8%AF-%D9%8A%D9%86%D8%A8%D9%87-%D9%85%D9%86-%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D9%85%D8%AA%D9%88%D8%B3%D8%B7%D8%A9-%D9%88%D8%B1%D9%8A%D8%A7%D8%AD-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A8%D8%A7%D8%AD%D8%A9-%D9%88%D8%B9%D8%B3%D9%8A%D8%B1,N/A
مكة.. الهلال الأحمر يرفع جاهزيته تزامنًا مع الحالة المطرية الغزيرة,N/A,N/A,"Thu, 20 Mar 2025 11:27:00 +0300",https://www.alyaum.com/articles/6584945/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%87%D9%84%D8%A7%D9%84-%D8%A7%D9%84%D8%A3%D8%AD%D9%85%D8%B1-%D9%8A%D8%B1%D9%81%D8%B9-%D8%AC%D8%A7%D9%87%D8%B2%D9%8A%D8%AA%D9%87-%D8%AA%D8%B2%D8%A7%D9%85%D9%86%D8%A7-%D9%85%D8%B9-%D8%A7%D9%84%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D9%85%D8%B7%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%BA%D8%B2%D9%8A%D8%B1%D8%A9,N/A
أمطار على الطائف.. والدفاع المدني يدعو للحذر من الأجواء,N/A,N/A,"Thu, 20 Mar 2025 11:27:00 +0300",https://www.alyaum.com/articles/6584944/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B7%D8%A7%D8%A6%D9%81-%D9%88%D8%A7%D9%84%D8%AF%D9%81%D8%A7%D8%B9-%D8%A7%D9%84%D9%85%D8%AF%D9%86%D9%8A-%D9%8A%D8%AF%D8%B9%D9%88-%D9%84%D9%84%D8%AD%D8%B0%D8%B1-%D9%85%D9%86-%D8%A7%D9%84%D8%A3%D8%AC%D9%88%D8%A7%D8%A1,N/A
الدمام 32 مئوية.. بيان درجات الحرارة العظمى على بعض مدن المملكة,N/A,N/A,"Thu, 20 Mar 2025 11:09:00 +0300",https://www.alyaum.com/articles/6584938/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D8%AF%D9%85%D8%A7%D9%85-32-%D9%85%D8%A6%D9%88%D9%8A%D8%A9-%D8%A8%D9%8A%D8%A7%D9%86-%D8%AF%D8%B1%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B9%D8%B8%D9%85%D9%89-%D8%B9%D9%84%D9%89-%D8%A8%D8%B9%D8%B6-%D9%85%D8%AF%D9%86-%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9,N/A
حالة الطقس.. أمطار رعدية متوسطة إلى غزيرة على أجزاء من 9 مناطق,N/A,N/A,"Thu, 20 Mar 2025 06:57:00 +0300",https://www.alyaum.com/articles/6584922/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D8%B7%D9%82%D8%B3-%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%B1%D8%B9%D8%AF%D9%8A%D8%A9-%D9%85%D8%AA%D9%88%D8%B3%D8%B7%D8%A9-%D8%A5%D9%84%D9%89-%D8%BA%D8%B2%D9%8A%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A3%D8%AC%D8%B2%D8%A7%D8%A1-%D9%85%D9%86-9-%D9%85%D9%86%D8%A7%D8%B7%D9%82,N/A
الرشيد: مكة المكرمة تتصدر المدن الأكثر زيارة في المنطقة العربية,N/A,N/A,"Thu, 20 Mar 2025 06:56:00 +0300",https://www.alyaum.com/articles/6584921/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D8%B1%D8%B4%D9%8A%D8%AF-%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9-%D8%AA%D8%AA%D8%B5%D8%AF%D8%B1-%D8%A7%D9%84%D9%85%D8%AF%D9%86-%D8%A7%D9%84%D8%A3%D9%83%D8%AB%D8%B1-%D8%B2%D9%8A%D8%A7%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,N/A
خلال العشر الأواخر.. رفع الجاهزية التشغيلية لخدمات المسجد الحرام,N/A,N/A,"Thu, 20 Mar 2025 06:40:00 +0300",https://www.alyaum.com/articles/6584920/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%AE%D9%84%D8%A7%D9%84-%D8%A7%D9%84%D8%B9%D8%B4%D8%B1-%D8%A7%D9%84%D8%A3%D9%88%D8%A7%D8%AE%D8%B1-%D8%B1%D9%81%D8%B9-%D8%A7%D9%84%D8%AC%D8%A7%D9%87%D8%B2%D9%8A%D8%A9-%D8%A7%D9%84%D8%AA%D8%B4%D8%BA%D9%8A%D9%84%D9%8A%D8%A9-%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AC%D8%AF-%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D9%85,N/A
إنذار أحمر.. أمطار غزيرة على مكة المكرمة والمدينة المنورة,N/A,N/A,"Thu, 20 Mar 2025 06:14:00 +0300",https://www.alyaum.com/articles/6584919/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A5%D9%86%D8%B0%D8%A7%D8%B1-%D8%A3%D8%AD%D9%85%D8%B1-%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%BA%D8%B2%D9%8A%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D9%85%D9%86%D9%88%D8%B1%D8%A9,N/A
الأماكن والمواعيد.. أمطار خفيفة إلى متوسطة على أجزاء من الرياض,N/A,N/A,"Thu, 20 Mar 2025 04:50:00 +0300",https://www.alyaum.com/articles/6584915/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D8%A3%D9%85%D8%A7%D9%83%D9%86-%D9%88%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B9%D9%8A%D8%AF-%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%AE%D9%81%D9%8A%D9%81%D8%A9-%D8%A5%D9%84%D9%89-%D9%85%D8%AA%D9%88%D8%B3%D8%B7%D8%A9-%D8%B9%D9%84%D9%89-%D8%A3%D8%AC%D8%B2%D8%A7%D8%A1-%D9%85%D9%86-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6,N/A
ولي العهد يستقبل أمراء المناطق بمناسبة اجتماعهم السنوي الثاني والثلاثين,N/A,N/A,"Thu, 20 Mar 2025 04:24:00 +0300",https://www.alyaum.com/articles/6584914/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D9%88%D9%84%D9%8A-%D8%A7%D9%84%D8%B9%D9%87%D8%AF-%D9%8A%D8%B3%D8%AA%D9%82%D8%A8%D9%84-%D8%A3%D9%85%D8%B1%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B7%D9%82-%D8%A8%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%87%D9%85-%D8%A7%D9%84%D8%B3%D9%86%D9%88%D9%8A-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A-%D9%88%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D9%8A%D9%86,N/A
المملكة وباكستان.. شراكة استراتيجية تمتد لأكثر من 70 عامًا,N/A,N/A,"Thu, 20 Mar 2025 04:04:00 +0300",https://www.alyaum.com/articles/6584912/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D9%88%D8%A8%D8%A7%D9%83%D8%B3%D8%AA%D8%A7%D9%86-%D8%B4%D8%B1%D8%A7%D9%83%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AA%D9%8A%D8%AC%D9%8A%D8%A9-%D8%AA%D9%85%D8%AA%D8%AF-%D9%84%D8%A3%D9%83%D8%AB%D8%B1-%D9%85%D9%86-70-%D8%B9%D8%A7%D9%85%D8%A7,N/A
ولي العهد والرئيس الفرنسي يبحثان هاتفيًا جهود وقف العدوان على غزة,N/A,N/A,"Thu, 20 Mar 2025 03:54:00 +0300",https://www.alyaum.com/articles/6584911/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D9%88%D9%84%D9%8A-%D8%A7%D9%84%D8%B9%D9%87%D8%AF-%D9%88%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D9%81%D8%B1%D9%86%D8%B3%D9%8A-%D9%8A%D8%A8%D8%AD%D8%AB%D8%A7%D9%86-%D9%87%D8%A7%D8%AA%D9%81%D9%8A%D8%A7-%D8%AC%D9%87%D9%88%D8%AF-%D9%88%D9%82%D9%81-%D8%A7%D9%84%D8%B9%D8%AF%D9%88%D8%A7%D9%86-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9,N/A
في اتصال بولي العهد.. ستارمر يشيد بدور المملكة في استضافة الحوار الأمريكي الروسي,N/A,N/A,"Thu, 20 Mar 2025 03:44:00 +0300",https://www.alyaum.com/articles/6584909/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D9%81%D9%8A-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%A8%D9%88%D9%84%D9%8A-%D8%A7%D9%84%D8%B9%D9%87%D8%AF-%D8%B3%D8%AA%D8%A7%D8%B1%D9%85%D8%B1-%D9%8A%D8%B4%D9%8A%D8%AF-%D8%A8%D8%AF%D9%88%D8%B1-%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D9%81%D9%8A-%D8%A7%D8%B3%D8%AA%D8%B6%D8%A7%D9%81%D8%A9-%D8%A7%D9%84%D8%AD%D9%88%D8%A7%D8%B1-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A,N/A
اللجنة الوزارية تدين غارات الاحتلال واستهداف المدنيين في قطاع غزة,N/A,N/A,"Thu, 20 Mar 2025 03:35:00 +0300",https://www.alyaum.com/articles/6584910/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D9%84%D8%AC%D9%86%D8%A9-%D8%A7%D9%84%D9%88%D8%B2%D8%A7%D8%B1%D9%8A%D8%A9-%D8%AA%D8%AF%D9%8A%D9%86-%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%88%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%A7%D9%84%D9%85%D8%AF%D9%86%D9%8A%D9%8A%D9%86-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA%D8%B2%D8%A9,N/A
ولي العهد يبحث الأوضاع الإقليمية والدولية مع رئيس وزراء باكستان,N/A,N/A,"Thu, 20 Mar 2025 03:00:00 +0300",https://www.alyaum.com/articles/6584908/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D9%88%D9%84%D9%8A-%D8%A7%D9%84%D8%B9%D9%87%D8%AF-%D9%8A%D8%A8%D8%AD%D8%AB-%D8%A7%D9%84%D8%A3%D9%88%D8%B6%D8%A7%D8%B9-%D8%A7%D9%84%D8%A5%D9%82%D9%84%D9%8A%D9%85%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9-%D9%85%D8%B9-%D8%B1%D8%A6%D9%8A%D8%B3-%D9%88%D8%B2%D8%B1%D8%A7%D8%A1-%D8%A8%D8%A7%D9%83%D8%B3%D8%AA%D8%A7%D9%86,N/A
بسبب الطقس.. جامعة جدة تعلق الدراسة الحضورية اليوم الخميس,N/A,N/A,"Thu, 20 Mar 2025 02:57:00 +0300",https://www.alyaum.com/articles/6584907/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A8%D8%B3%D8%A8%D8%A8-%D8%A7%D9%84%D8%B7%D9%82%D8%B3-%D8%AC%D8%A7%D9%85%D8%B9%D8%A9-%D8%AC%D8%AF%D8%A9-%D8%AA%D8%B9%D9%84%D9%82-%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AD%D8%B6%D9%88%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3,N/A
تعليق الدراسة الحضورية في جامعة الملك عبدالعزيز اليوم الخميس,N/A,N/A,"Thu, 20 Mar 2025 02:09:00 +0300",https://www.alyaum.com/articles/6584904/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AD%D8%B6%D9%88%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%AC%D8%A7%D9%85%D8%B9%D8%A9-%D8%A7%D9%84%D9%85%D9%84%D9%83-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3,N/A
"القبض على شخص لترويجه مادة ""الشبو"" المخدر في الشرقية",N/A,N/A,"Thu, 20 Mar 2025 21:07:00 +0300",https://www.alyaum.com/articles/6585043/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D9%82%D8%A8%D8%B6-%D8%B9%D9%84%D9%89-%D8%B4%D8%AE%D8%B5-%D9%84%D8%AA%D8%B1%D9%88%D9%8A%D8%AC%D9%87-%D9%85%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%B4%D8%A8%D9%88-%D8%A7%D9%84%D9%85%D8%AE%D8%AF%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9,N/A
تدشين أول تطبيق لتوثيق ملكية العقارات البلدية رقميًا في الشرقية,N/A,N/A,"Thu, 20 Mar 2025 20:10:00 +0300",https://www.alyaum.com/articles/6585027/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%AA%D8%AF%D8%B4%D9%8A%D9%86-%D8%A3%D9%88%D9%84-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D8%AA%D9%88%D8%AB%D9%8A%D9%82-%D9%85%D9%84%D9%83%D9%8A%D8%A9-%D8%A7%D9%84%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D9%84%D8%AF%D9%8A%D8%A9-%D8%B1%D9%82%D9%85%D9%8A%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9,N/A
صور.. بدء تطوير وسفلتة حي الجمعية في سيهات بمساحة 19 ألف م2,N/A,N/A,"Thu, 20 Mar 2025 14:10:00 +0300",https://www.alyaum.com/articles/6584974/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%B5%D9%88%D8%B1-%D8%A8%D8%AF%D8%A1-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%88%D8%B3%D9%81%D9%84%D8%AA%D8%A9-%D8%AD%D9%8A-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%8A%D9%87%D8%A7%D8%AA-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-19-%D8%A3%D9%84%D9%81-%D9%852,N/A
الدمام.. ضبط 931 مخالفة بلدية وصحية خلال الجولات الرقابية في رمضان,N/A,N/A,"Thu, 20 Mar 2025 13:46:00 +0300",https://www.alyaum.com/articles/6584966/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D8%AF%D9%85%D8%A7%D9%85-%D8%B6%D8%A8%D8%B7-931-%D9%85%D8%AE%D8%A7%D9%84%D9%81%D8%A9-%D8%A8%D9%84%D8%AF%D9%8A%D8%A9-%D9%88%D8%B5%D8%AD%D9%8A%D8%A9-%D8%AE%D9%84%D8%A7%D9%84-%D8%A7%D9%84%D8%AC%D9%88%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D9%82%D8%A7%D8%A8%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B1%D9%85%D8%B6%D8%A7%D9%86,N/A
"صور.. تكريم الفائزين في ختام مسابقتي ""رتل "" و""بلال"" بالأحساء",N/A,N/A,"Thu, 20 Mar 2025 13:37:00 +0300",https://www.alyaum.com/articles/6584995/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%B5%D9%88%D8%B1-%D8%AA%D9%83%D8%B1%D9%8A%D9%85-%D8%A7%D9%84%D9%81%D8%A7%D8%A6%D8%B2%D9%8A%D9%86-%D9%81%D9%8A-%D8%AE%D8%AA%D8%A7%D9%85-%D9%85%D8%B3%D8%A7%D8%A8%D9%82%D8%AA%D9%8A-%D8%B1%D8%AA%D9%84-%D9%88%D8%A8%D9%84%D8%A7%D9%84-%D8%A8%D8%A7%D9%84%D8%A3%D8%AD%D8%B3%D8%A7%D8%A1,N/A
"""صم بصحة"".. حملة توعوية في النعيرية للمشي والفحوصات والنوم",N/A,N/A,"Thu, 20 Mar 2025 13:28:00 +0300",https://www.alyaum.com/articles/6584990/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%B5%D9%85-%D8%A8%D8%B5%D8%AD%D8%A9-%D8%AD%D9%85%D9%84%D8%A9-%D8%AA%D9%88%D8%B9%D9%88%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%86%D8%B9%D9%8A%D8%B1%D9%8A%D8%A9-%D9%84%D9%84%D9%85%D8%B4%D9%8A-%D9%88%D8%A7%D9%84%D9%81%D8%AD%D9%88%D8%B5%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%86%D9%88%D9%85,N/A
